quantities,units,ingredients
3.0,cups,cake flour
1.0,tablespoon,baking powder
0.75,teaspoon,salt
0.75,pound,unsalted butter
3.0,cups,packed light brown sugar
3.0,units,large eggs
1.0,tablespoon,vanilla extract
