quantities,units,ingredients
1.0,cup,"butter, softened"
1.0,cup,packed brown sugar
0.75,cup,creamy peanut butter
0.5,cup,white sugar
1.0,units,egg 
1.0,units,egg yolk
2.0,cups,all-purpose flour
1.0,teaspoon,baking soda
0.5,teaspoon,salt
2.0,cups,chocolate chips
1.5,cups,miniature marshmallows
