quantities,units,ingredients
2.0,cups,all-purpose flour
1.5,teaspoons,baking powder
0.25,teaspoon,baking soda
1.5,teaspoons,ground cinnamon
0.5,cup,"margarine, softened"
1.0,cup,white sugar
3.0,tablespoons,real maple syrup
1.0,units,egg 
0.5,cup,white sugar
0.25,cup,maple sugar
