quantities,units,ingredients
2.25,cups,all-purpose flour
1.0,teaspoon,baking soda
0.5,teaspoon,salt
1.0,cup,"unsalted butter, softened"
0.75,cup,white sugar
2.0,units,large eggs
2.0,teaspoons,vanilla extract
2.0,cups,jumbo semisweet chocolate chips
1.0,cup,white chocolate chips
1.5,cups,chopped walnuts
