quantities,units,ingredients
1.0,cup,creamy peanut butter
0.75,cup,firmly packed brown sugar
2.0,tablespoons,firmly packed brown sugar
1.0,units,"large egg, at room temperature"
1.0,teaspoon,baking soda
1.5,teaspoons,vanilla extract
0.25,teaspoon,salt
0.13,teaspoon,ground nutmeg
0.5,cup,mini candy-coated chocolate pieces (such as mini m&m's®)
