quantities,units,ingredients
1,cup,"butter, softened"
2,cups,brown sugar
2,units,eggs 
2,teaspoons,vanilla extract
1,cup,all-purpose flour
0.1,teaspoons,salt
1,cup,unsweetened cocoa powder
1,cup,chopped walnuts
