quantities,units,ingredients
1.0,cup,all-purpose flour
0.25,cup,unsweetened cocoa powder
0.5,teaspoon,baking powder
0.5,teaspoon,salt
1.5,cups,white sugar
0.75,cup,melted butter
1.5,teaspoons,vanilla extract
3.0,units,eggs 
0.5,cup,chocolate syrup (such as hershey's®)
1.0,cup,semisweet chocolate chips
