quantities,units,ingredients
4.0,ounce,"ounce) squares unsweetened chocolate, chopped"
0.5,cup,butter
1.5,cups,white sugar
2.0,units,eggs 
1.0,teaspoon,vanilla extract
1.0,cup,all-purpose flour
