quantities,units,ingredients
2.0,cups,white sugar
1.0,cup,unsweetened cocoa powder
1.0,cup,all-purpose flour
0.5,cup,melted butter
2.0,units,eggs 
2.0,teaspoons,vanilla extract
0.25,teaspoon,salt
0.33333334326744,cup,confectioners' sugar for decoration
