quantities,units,ingredients
3.0,cups,white sugar
1.0,cup,"butter, melted"
1.0,tablespoon,vanilla extract
4.0,units,eggs 
1.5,cups,all-purpose flour
1.0,cup,unsweetened cocoa powder
1.0,teaspoon,salt
1.0,cup,semisweet chocolate chips
