quantities,units,ingredients
0.5,cup,butter
0.75,cup,white sugar
1.0,units,egg 
0.5,teaspoon,vanilla extract
1.5,cups,grated zucchini
1.5,cups,all-purpose flour
0.5,teaspoon,baking soda
1.0,teaspoon,ground cinnamon
1.0,cup,quick cooking oats
1.0,cup,granola
2.0,cups,semisweet chocolate chips
