quantities,units,ingredients
1,cups,white sugar
24,ounce,"ounce) packages philadelphia cream cheese, softened"
1,cup,breakstone's or knudsen sour cream
2,teaspoons,vanilla
3,units,eggs 
21,ounce,ounce) can cherry pie filling
