quantities,units,ingredients
16,ounce,"ounce) packages cream cheese, at room temperature"
0.666666687,cup,white sugar
0.25,teaspoon,kosher salt
1,teaspoon,vanilla extract
1,units,"lemon, zested"
2,units,"eggs, at room temperature"
0.666666687,cup,sour cream
