quantities,units,ingredients
6.0,ounce,"ounce) package vanilla wafers, crushed"
3.0,units,"eggs, separated"
0.5,cup,white sugar
8.0,ounces,sour cream
1.0,teaspoon,vanilla extract
8.0,ounce,"ounce) package cream cheese, softened"
0.125,teaspoon,cream of tartar
