quantities,units,ingredients
12.0,units,vanilla wafers
16.0,ounce,"ounce) packages cream cheese, softened"
2.0,units,eggs 
2.0,tablespoons,lemon juice
0.66666668653488,cup,white sugar
21.0,ounce,"ounce) can cherry pie filling, or flavor of choice"
