quantities,units,ingredients
24,ounce,"ounce) packages cream cheese, softened"
8,ounce,"ounce) container mascarpone cheese, softened"
1,cup,white sugar
2,tablespoons,coffee-flavored liqueur
0.25,cup,all-purpose flour
2,units,large eggs
1,teaspoon,"heavy cream, or more as needed"
0.25,ounce,semisweet chocolate
