quantities,units,ingredients
32,ounce,ounce) packages cream cheese
1.5,cups,white sugar
0.75,cup,milk
4,units,eggs 
1,cup,sour cream
0.25,cup,all-purpose flour
1,tablespoon,vanilla extract
