quantities,units,ingredients
12,units,vanilla wafers
16,ounce,"ounce) packages cream cheese, softened"
2,units,eggs 
2,tablespoons,lemon juice
0.666666687,cup,white sugar
21,ounce,"ounce) can cherry pie filling, or flavor of choice"
