quantities,units,ingredients
1,units,egg 
0.25,cup,honey
0.875,cup,packed brown sugar
2,teaspoons,ground ginger
0.5,cup,butter
1,teaspoon,baking soda
3,cups,all-purpose flour
0.25,cup,dried currants
2,tablespoons,water
