quantities,units,ingredients
3.0,cups,flour
2.0,teaspoons,"mccormick® ginger, ground"
1.0,teaspoon,"mccormick® cinnamon, ground"
1.0,teaspoon,baking soda
0.25,teaspoon,"mccormick® nutmeg, ground"
0.25,teaspoon,salt
0.75,cup,"butter, softened"
0.75,cup,firmly packed brown sugar
0.5,cup,molasses
1.0,units,egg 
1.0,teaspoon,mccormick® pure vanilla extract
